"ID_AE","ID_RD","Population","Tree_type","Vegetation_type","Country","Division","District","Upazila","Union","location_notes","Latitude","Longitude","BFI_zone","FAO_biome","WWF_Eco_zone","X","Unit_X","Z","Unit_Z","W","Unit_W","U","Unit_U","V","Unit_V","Mean_X","Min_X","Max_X","Mean_Z","Min_Z","Max_Z","Mean_W","Min_W","Max_W","Output","Output_TR","Unit_Y","Min_age","Max_age","Av_age","B","Bd","Bg","Bt","L","Rb","Rf","Rm","S","T","F","Family","Genus","Species","Subspecies","Species_local_name_latin","Species_local_name_iso","Equation","Sample_size","Top_dob","Top_girth_over_bark","Stump_height","Reference","Label","R2","R2_Adjusted","Corrected_for_bias","MSE","RMSE","SEY","SEE","AIC","FI","Bias_correction","Ratio_equation","Segmented_equation","Contributor","Operator","Remark","Contact","Verified"
163,"1","Individual","Tree","Plantation","Bangladesh",40,4047,,,"","22.8167","89.55",5,18,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.549","33.423","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",40,133,433,"NA","Sissoo","NA","Y = -75972 + 739.7 * X",30,"NA","NA","NA",113,13,0.983,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Should not be used for mixed or open forest","mahmoodhossain@hotmail.com",""
164,"1","Individual","Tree","Plantation","Bangladesh",40,4047,,,"","22.8167","89.55",5,18,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","9.549","33.423","NA","NA","NA","NA","NA","NA","Volume","NA","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",40,133,433,"NA","Sissoo","NA","Y = -13315 + 317.6 * X + 0.3825 * X^(2)",30,"NA","NA","NA",113,13,0.996,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Should not be used for mixed or open forest","mahmoodhossain@hotmail.com",""
165,"2","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"Collar girth","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","6.91","23.8","NA","NA","NA","NA","NA","NA","Oven-dried biomass","NA","g","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",,"NA",79,99,324,"NA","Goran","NA","Y = 2.99 * X^(1.95)",48,"NA","NA","NA",114,14,0.89,"NA","NA","0.02","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
166,"3","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"Collar girth","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","6.91","23.8","NA","NA","NA","NA","NA","NA","Oven-dried biomass","NA","g","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",,"NA",79,99,324,"NA","Goran","NA","Y = 0.23 * X^(3.09)",48,"NA","NA","NA",114,14,0.94,"NA","NA","0.03","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
167,"4","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"Collar girth","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","6.91","23.8","NA","NA","NA","NA","NA","NA","Oven-dried biomass","NA","g","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",79,99,324,"NA","Goran","NA","Y = 0.77 * X^(2.23)",48,"NA","NA","NA",114,14,0.97,"NA","NA","0.01","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
168,"5","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"Collar girth","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","6.91","23.8","NA","NA","NA","NA","NA","NA","Oven-dried biomass","NA","g","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",79,99,324,"NA","Goran","NA","Y = 3.22 * X^(2.27)",48,"NA","NA","NA",114,14,0.97,"NA","NA","0.01","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
169,"6","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"Collar girth","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","6.91","23.8","NA","NA","NA","NA","NA","NA","Oven-dried biomass","NA","g","NA","NA","NA","1","NA","NA","1","1","NA","NA","NA","NA",1,"NA",79,99,324,"NA","Goran","NA","Y = 4.70 * X^(2.41)",48,"NA","NA","NA",114,14,0.97,"NA","NA","0.01","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
170,"NA","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"Collar girth","cm","H","m","Height of girth measuring point","cm","NA","NA","NA","NA","NA","5","20","NA","1","2.89","NA","0.2","0.9","Oven-dried biomass","NA","g","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",,"NA",72,9,25,"NA","Nuniya","NA","Y = 13.96 * X - 12.38 * Z^(2)- 0.01 * W^(2) + 0.08 * X * Z * W",50,"NA","NA","NA",115,15,0.88,"NA","NA","1392.78","37.32","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
171,"NA","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"Collar girth","cm","H","m","Height of girth measuring point","cm","NA","NA","NA","NA","NA","5","20","NA","1","2.89","NA","0.2","0.9","Oven-dried biomass","NA","g","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",,"NA",72,9,25,"NA","Nuniya","NA","Y = 3.09 * X^(2) - 22.887 * Z^(2) + 0.13 * X * Z * W",50,"NA","NA","NA",115,15,0.92,"NA","NA","8626.982","92.882","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
172,"NA","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"Collar girth","cm","H","m","Height of girth measuring point","cm","NA","NA","NA","NA","NA","5","20","NA","1","2.89","NA","0.2","0.9","Oven-dried biomass","NA","g","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",72,9,25,"NA","Nuniya","NA","Y = 3.67 * X^(2) - 137.16 * Z - 0.02 * W^(2) + 0.12 * X * Z^(2) * W",50,"NA","NA","NA",115,15,0.95,"NA","NA","22862.29","151.2","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
173,"NA","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"Collar girth","cm","H","m","Height of girth measuring point","cm","NA","NA","NA","NA","NA","5","20","NA","1","2.89","NA","0.2","0.9","Oven-dried biomass","NA","g","NA","NA","NA","1","NA","NA","1","1","NA","NA","NA","NA",1,"NA",72,9,25,"NA","Nuniya","NA","Y = 5.49 * X^(2) - 251.36 * Z - 0.07 * W^(2) + 0.75 * X * Z * W",50,"NA","NA","NA",115,15,0.95,"NA","NA","61471.04","247.93","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com",""
174,"7","Individual","Tree","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.1","21.6","NA","NA","NA","NA","NA","NA","Oven-dried biomass","Log 10","kg","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",,"NA",39,172,578,"NA","Gewa","NA","Y = 0.9256 * Log 10 (X^(2)) - 2.133",30,"NA","NA","NA",116,16,0.8499,"NA","NA","0.051","0.226","NA","NA","-86.652","NA","1.146","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
175,"8","Individual","Tree","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.1","21.6","NA","NA","NA","NA","NA","NA","Oven-dried biomass","Log 10","kg","NA","NA","NA","NA","NA","1","1","NA","NA","NA","NA","NA",,"NA",39,172,578,"NA","Gewa","NA","Y = 1.1656 * Log 10 (X^(2)) - 1.7047",30,"NA","NA","NA",116,16,0.9669,"NA","NA","0.016","0.126","NA","NA","-122.159","NA","1.043","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
176,"9","Individual","Tree","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.1","21.6","NA","NA","NA","NA","NA","NA","Oven-dried biomass","Log 10","kg","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",39,172,578,"NA","Gewa","NA","Y = 1.0824 * Log 10 (X^(2)) - 1.7568",30,"NA","NA","NA",116,16,0.9933,"NA","NA","0.003","0.052","NA","NA","-175.484","NA","1.007","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
177,"10","Individual","Tree","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.1","21.6","NA","NA","NA","NA","NA","NA","Oven-dried biomass","Log 10","kg","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",39,172,578,"NA","Gewa","NA","Y = 1.0927 * Log 10 (X^(2)) - 1.0275",30,"NA","NA","NA",116,16,0.9937,"NA","NA","0.003","0.051","NA","NA","-176.616","NA","1.007","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
178,"11","Individual","Tree","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.1","21.6","NA","NA","NA","NA","NA","NA","Oven-dried biomass","Log 10","kg","NA","NA","NA","1","NA","1","1","1","NA","NA","NA","NA",1,"NA",39,172,578,"NA","Gewa","NA","Y = 1.0996 * Log 10 (X^(2)) - 0.8572",30,"NA","NA","NA",116,16,0.9953,"NA","NA","0.002","0.044","NA","NA","-185.005","NA","1.005","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
179,"NA","Individual","Tree","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.1","21.6","NA","NA","NA","NA","NA","NA","Nitrogen in oven-dried biomass","Log 10","kg","NA","NA","NA","1","NA","1","1","1","NA","NA","NA","NA",1,"NA",39,172,578,"NA","Gewa","NA","Y = 1.0972 * Log 10 (X^(2)) - 3.0845",30,"NA","NA","NA",116,16,0.9922,"NA","NA","0.0032","0.05677","NA","NA","NA","NA","1.008583","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
180,"NA","Individual","Tree","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.1","21.6","NA","NA","NA","NA","NA","NA","Phosphorus in oven-dried biomass","Log 10","kg","NA","NA","NA","1","NA","1","1","1","NA","NA","NA","NA",1,"NA",39,172,578,"NA","Gewa","NA","Y = 1.0947 * Log 10 (X^(2)) - 5.6790",30,"NA","NA","NA",116,16,0.9905,"NA","NA","0.0039","0.0623","NA","NA","NA","NA","1.010333","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
181,"NA","Individual","Tree","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.1","21.6","NA","NA","NA","NA","NA","NA","Potassium in oven-dried biomass","Log 10","kg","NA","NA","NA","1","NA","1","1","1","NA","NA","NA","NA",1,"NA",39,172,578,"NA","Gewa","NA","Y = 1.0990 * Log 10 (X^(2)) - 3.0370",30,"NA","NA","NA",116,16,0.9929,"NA","NA","0.0029","0.054","NA","NA","NA","NA","1.007774","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
182,"NA","Individual","Tree","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","2.1","21.6","NA","NA","NA","NA","NA","NA","Carbon in oven-dried biomass","Log 10","kg","NA","NA","NA","1","NA","1","1","1","NA","NA","NA","NA",1,"NA",39,172,578,"NA","Gewa","NA","Y = 1.1 * Log 10 (X^(2)) - 1.1937",30,"NA","NA","NA",116,16,0.9953,"NA","NA","0.0019","0.044","NA","NA","NA","NA","1.005136","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
183,"12","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1","7.8","NA","NA","NA","NA","NA","NA","Oven-dried biomass","NA","kg","NA","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA",,"NA",79,227,794,"NA","Goria","NA","Y = 0.014 * X^(2) + 0.03",25,"NA","NA","NA",117,17,0.89,"NA","NA","0.004","0.06","NA","NA","-133.53","0.063","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
184,"13","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1","7.8","NA","NA","NA","NA","NA","NA","Oven-dried biomass","Sqrt","kg","NA","NA","NA","NA","NA","NA","1","NA","NA","NA","NA","NA",,"NA",79,227,794,"NA","Goria","NA","Y = 0.29 * X - 0.21",25,"NA","NA","NA",117,17,0.87,"NA","NA","0.03","0.16","NA","NA","-86.947","0.23","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
185,"14","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1","7.8","NA","NA","NA","NA","NA","NA","Oven-dried biomass","Sqrt","kg","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",,"NA",79,227,794,"NA","Goria","NA","Y = 0.66 * sqrt (X) - 0.57",25,"NA","NA","NA",117,17,0.86,"NA","NA","0.01","0.1","NA","NA","-110.07","0.111","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
186,"15","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1","7.8","NA","NA","NA","NA","NA","NA","Oven-dried biomass","Sqrt","kg","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",79,227,794,"NA","Goria","NA","Y = 1.19 * Sqrt (X) - 1.02",25,"NA","NA","NA",117,17,0.86,"NA","NA","0.03","0.18","NA","NA","-80.521","0.345","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
187,"16","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1","7.8","NA","NA","NA","NA","NA","NA","Oven-dried biomass","NA","kg","NA","NA","NA","1","NA","NA","1","1","NA","NA","NA","NA",1,"NA",79,227,794,"NA","Goria","NA","Y = 0.21 * X^(2) + 0.12",25,"NA","NA","NA",117,17,0.94,"NA","NA","0.38","0.62","NA","NA","-18.875","0.616","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
188,"NA","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1","7.8","NA","NA","NA","NA","NA","NA","Nitrogen in oven-dried biomass","NA","g","NA","NA","NA","1","NA","1","1","1","NA","NA","NA","NA",1,"NA",79,227,794,"NA","Goria","NA","Y = 0.39 * X^(2) + 0.49",25,"NA","NA","NA",117,17,0.95,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
189,"NA","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1","7.8","NA","NA","NA","NA","NA","NA","Phosphorus in oven-dried biomass","NA","g","NA","NA","NA","1","NA","1","1","1","NA","NA","NA","NA",1,"NA",79,227,794,"NA","Goria","NA","Y = 0.77 * X^(2) + 0.14",25,"NA","NA","NA",117,17,0.95,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
190,"NA","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1","7.8","NA","NA","NA","NA","NA","NA","Potassium in oven-dried biomass","NA","g","NA","NA","NA","1","NA","1","1","1","NA","NA","NA","NA",1,"NA",79,227,794,"NA","Goria","NA","Y = 0.87 * X^(2) + 0.07",25,"NA","NA","NA",117,17,0.95,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
191,"NA","Individual","Shrubs","Natural","Bangladesh",40,,,,"","22.067889","89.456791",4,13,1,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","1.1","7.8","NA","NA","NA","NA","NA","NA","Carbon in oven-dried biomass","NA","kg","NA","NA","NA","1","NA","1","1","1","NA","NA","NA","NA",1,"NA",79,227,794,"NA","Goria","NA","Y = 0.09 * X^(2) + 0.05",25,"NA","NA","NA",117,17,0.96,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
192,"NA","Individual","Tree","Plantation","Bangladesh",20,2015,,,"","21.95","92.15",1,29,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","NA","NA","NA","NA","NA","NA","NA","Carbon in oven-dried biomass","NA","ton","NA","NA","NA","1","NA","1","1","1","1","1","1","1",1,"NA",49,2,3,"NA","Akashmoni","NA","Y = -12.210177 + 1.012868 * X",,"NA","NA","NA",118,18,0.95098,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Y = Exp. {-2.4090 + 0.9522 ln (D2HS)} is followed to estimate the above-ground biomass of trees and below-ground biomass was estimated as 15% of the above ground biomass. Diameter at breast height in cm for DBH range of =10 cm is the most suitable model","mahmoodhossain@hotmail.com",""
193,"NA","Individual","Tree","Plantation","Bangladesh",20,2015,,,"","21.95","92.15",1,29,2,"NA","NA","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Carbon in oven-dried biomass","NA","ton","NA","NA","NA","1","NA","1","1","1","1","1","1","1",1,"NA",49,2,3,"NA","Akashmoni","NA","Y = -35.253961 + 5.115048 * Z",,"NA","NA","NA",118,18,0.84911,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Y = Exp. {-2.4090 + 0.9522 ln (D2HS)} is followed to estimate the above-ground biomass of trees and below-ground biomass was estimated as 15% of the above ground biomass. Diameter at breast height in cm for DBH range of =10 cm is the most suitable model","mahmoodhossain@hotmail.com",""
194,"NA","Individual","Tree","Plantation","Bangladesh",20,2015,,,"","21.95","92.15",1,29,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","NA","NA","NA","NA","NA","NA","NA","Carbon in oven-dried biomass","NA","ton","NA","NA","NA","1","NA","1","1","1","1","1","1","1",1,"NA",81,431,1425,"NA","Kadam","NA","Y = -6.525867 + 0.514410 * X",,"NA","NA","NA",118,18,0.94609,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Y = Exp. {-2.4090 + 0.9522 ln (D2HS)} is followed to estimate the above-ground biomass of trees and below-ground biomass was estimated as 15% of the above ground biomass. Diameter at breast height in cm for DBH range of =10 cm is the most suitable model","mahmoodhossain@hotmail.com",""
195,"NA","Individual","Tree","Plantation","Bangladesh",20,2015,,,"","21.95","92.15",1,29,2,"NA","NA","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Carbon in oven-dried biomass","NA","ton","NA","NA","NA","1","NA","1","1","1","1","1","1","1",1,"NA",81,431,1425,"NA","Kadam","NA","Y = -12.775226 + 2.722050 * Z",,"NA","NA","NA",118,18,0.61816,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Y = Exp. {-2.4090 + 0.9522 ln (D2HS)} is followed to estimate the above-ground biomass of trees and below-ground biomass was estimated as 15% of the above ground biomass. Diameter at breast height in cm for DBH range of =10 cm is the most suitable model","mahmoodhossain@hotmail.com",""
196,"NA","Individual","Tree","Plantation","Bangladesh",20,2015,,,"","21.95","92.15",1,29,2,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","10","NA","NA","NA","NA","NA","NA","NA","Carbon in oven-dried biomass","NA","ton","NA","NA","NA","1","NA","1","1","1","1","1","1","1",1,"NA",45,405,1345,"NA","Teak","NA","Y = -10.303667 + 0.800979 * X",,"NA","NA","NA",118,18,0.94116,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Y = Exp. {-2.4090 + 0.9522 ln (D2HS)} is followed to estimate the above-ground biomass of trees and below-ground biomass was estimated as 15% of the above ground biomass. Diameter at breast height in cm for DBH range of =10 cm is the most suitable model","mahmoodhossain@hotmail.com",""
197,"NA","Individual","Tree","Plantation","Bangladesh",20,2015,,,"","21.95","92.15",1,29,2,"NA","NA","H","m","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Carbon in oven-dried biomass","NA","ton","NA","NA","NA","1","NA","1","1","1","1","1","1","1",1,"NA",45,405,1345,"NA","Teak","NA","Y = -15.344317 + 2.686953 * Z",,"NA","NA","NA",118,18,0.70786,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Y = Exp. {-2.4090 + 0.9522 ln (D2HS)} is followed to estimate the above-ground biomass of trees and below-ground biomass was estimated as 15% of the above ground biomass. Diameter at breast height in cm for DBH range of =10 cm is the most suitable model","mahmoodhossain@hotmail.com",""
198,"NA","Individual","Tree","Plantation","Bangladesh",20,2015,,,"","24.8917","91.8833",2,20,2,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","10.1","54.7","NA","1.3","8.4","NA","NA","NA","Oven-dried biomass","NA","kg","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",49,2,3,"NA","Akashmoni","NA","Y = 0.092486 * (X * Z)^(1.4765)",600,"NA","NA","NA",119,19,0.9674,"0.9673","NA","NA","NA","NA","NA","-600.02","NA","1.01066","NA","NA","Khulna University","Mahmood Hossain","The final model can be used within a DBH range of 10–55 cm and a stem height range of 1-9 m","mahmoodhossain@hotmail.com","verified"
199,"NA","Individual","Tree","Plantation","Bangladesh",20,2015,,,"","0","0",6,99,3,"DBH","cm","NA","NA","NA","NA","NA","NA","NA","NA","NA","21","91","NA","NA","NA","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",57,17,1424,"NA","Rain tree","NA","Y = -8.3013 + 2.1746 * Log (X)",205,"20","NA","NA",120,20,0.86,"NA","NA","0.07","NA","NA","NA","NA","0.21","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
200,"NA","Individual","Tree","Plantation","Bangladesh",20,2015,,,"","0","0",6,99,3,"DBH","cm","H","m","NA","NA","NA","NA","NA","NA","NA","21","91","NA","10","20","NA","NA","NA","Volume","Log","m3","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",57,17,1424,"NA","Rain tree","NA","Y = -9.1864 + 1.8502 * Log (X) + 0.8234 * Log (Z)",205,"20","NA","NA",120,20,0.9,"NA","NA","0.05","NA","NA","NA","NA","0.18","NA","NA","NA","Khulna University","Mahmood Hossain","NA","mahmoodhossain@hotmail.com","verified"
201,"NA","Stand","Tree","Plantation","Bangladesh",20,2015,,,"","0","0",6,12,1,"Age","year","Percent mortlity","%","Density","n/ha","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Volume","NA","m3/ha","NA","NA","NA","1","NA","NA","NA","NA","NA","NA","NA","NA",1,"NA",40,133,433,"NA","Sissoo","NA","Y = 28.312 + 3.55 * X - 0.62 * Z + 0.002 * W",72,"NA","NA","NA",121,21,,"NA","NA","NA","NA","NA","NA","394.64","NA","NA","NA","NA","Khulna University","Mahmood Hossain","Volume of individual tree was estimated according to Khan and Faruque (2010)","mahmoodhossain@hotmail.com",""
